t,selected_action,selection_reason,target_source,min_score,selected_score,max_objectness,selected_objectness,selected_terminal_distance,selected_terminal_progress,selected_terminal_lateral_error,detected,confidence
0.17004728317260742,6,target_distance_terminal,truth,0.795379102230072,1.0710923671722412,0.7506498098373413,0.01756470836699009,2.5337468643843644,2.129685204601842,0.3583056083787332,True,0.7506498098373413
0.20207738876342773,12,target_distance_terminal,truth,0.8176974058151245,1.0458552837371826,0.24064289033412933,0.24064289033412933,2.267243500467173,2.411407902453547,0.42552086523223465,False,0.24064289033412933
0.2341763973236084,6,target_distance_terminal,truth,0.7904068827629089,0.9422287344932556,0.6111182570457458,0.6111182570457458,2.0504360239017805,2.7274541128532626,0.7426643279900912,True,0.6111182570457458
0.2672305107116699,12,target_distance_terminal,truth,0.7691503763198853,0.9607788324356079,0.870471715927124,0.870471715927124,1.9340765277769831,2.7165798513085324,0.21256776889549808,True,0.870471715927124
0.30291152000427246,12,target_distance_terminal,truth,0.7400476932525635,0.906348705291748,0.9766458868980408,0.9766458868980408,1.5837083952172477,3.0774131105507134,0.26352998812934797,True,0.9766458868980408
0.33604955673217773,8,target_distance_terminal,truth,0.8451188206672668,1.0977449417114258,0.9222322702407837,0.11114092916250229,2.150576642858156,2.6198184964774462,0.7400743613799712,True,0.9222322702407837
0.3697376251220703,12,target_distance_terminal,truth,1.0279293060302734,1.461739182472229,0.9806697964668274,0.9806697964668274,2.032945380098643,2.676060694934028,0.5291064275577969,True,0.9806697964668274
0.4008331298828125,12,target_distance_terminal,truth,1.342454195022583,2.1344828605651855,0.9975048899650574,0.9975048899650574,1.6231519452354501,3.2074869417066267,0.7655583889299035,True,0.9975048899650574
0.43691301345825195,7,target_distance_terminal,truth,0.8526675701141357,1.2108596563339233,0.9992161989212036,0.8796910643577576,1.8154503932178816,3.077212420347588,0.9266140601642633,True,0.9992161989212036
0.46935009956359863,12,target_distance_terminal,truth,0.9619336128234863,1.207346796989441,0.999134361743927,0.999134361743927,1.970841702950611,2.726806620577792,0.4812166548963078,True,0.999134361743927
0.501617431640625,12,target_distance_terminal,truth,0.9655689001083374,1.5739359855651855,0.9923381805419922,0.9923381805419922,1.942251104845461,2.7556982954578184,0.48068520999791065,True,0.9923381805419922
0.5352997779846191,7,target_distance_terminal,truth,0.9767237901687622,1.5273032188415527,0.9993027448654175,0.9993027448654175,1.946623784837785,3.3272094410675543,1.44027658356027,True,0.9993027448654175
0.5661063194274902,7,target_distance_terminal,truth,0.9060924649238586,1.3797105550765991,0.9824150204658508,0.9824150204658508,1.9833410076954323,2.9400156815979157,1.0280740572753748,True,0.9824150204658508
0.600928544998169,3,target_distance_terminal,truth,0.9909951686859131,1.297027587890625,0.9671623110771179,0.00012323030387051404,1.8961204732940444,2.815598651827829,0.5327635501079251,True,0.9671623110771179
0.633533239364624,3,target_distance_terminal,truth,1.3905478715896606,1.6833076477050781,0.8934385776519775,0.00034344944288022816,2.1130364858236423,2.722678015792772,0.9000184884985509,True,0.8934385776519775
0.6672029495239258,4,target_distance_terminal,truth,1.4198499917984009,1.6712435483932495,0.5219602584838867,0.003351944498717785,2.166143525813818,2.5085789549175743,0.4224914583367884,True,0.5219602584838867
0.698005199432373,4,target_distance_terminal,truth,1.2920476198196411,1.4732975959777832,0.4182480275630951,0.00113517208956182,2.207916330974094,2.463235853489641,0.41387927334689806,False,0.4182480275630951
0.7322180271148682,3,target_distance_terminal,truth,1.483049750328064,1.8471225500106812,0.5603477954864502,4.9691694584907964e-05,2.1686899021413906,2.6618761175206913,0.9091183751364749,True,0.5603477954864502
0.7650241851806641,3,target_distance_terminal,truth,1.3062208890914917,1.6397194862365723,0.8846082091331482,8.371089643333107e-05,2.0479198508140826,2.794070773284117,0.9092673774347094,True,0.8846082091331482
0.7993621826171875,8,target_distance_terminal,truth,1.182101845741272,1.4414656162261963,0.9535799026489258,0.12524737417697906,1.9702194673022257,2.754159944173303,0.6097735805660093,True,0.9535799026489258
