t,x,y,z,vx,vy,vz,target_x,target_y,target_z,dist3,dist_xy
0.12158703804016113,0.0,0.0,2.007999913732861,0.0,0.0,-3.3660379958201702e-09,2.0,0.0,2.0,2.0000159995909366,2.0
0.1316227912902832,0.0,0.0,2.0079999137118265,0.0,0.0,-7.405119998482666e-10,4.133475303649902,0.0,2.0,4.133483045145225,4.133475303649902
0.1416161060333252,0.0,0.0,2.00799991371979,0.0,0.0,2.407937596816404e-09,4.133475303649902,0.0,2.0,4.133483045145241,4.133475303649902
0.15160369873046875,0.0,0.0,2.0079999137612723,0.0,0.0,5.94377857546051e-09,4.133475303649902,0.0,2.0,4.133483045145321,4.133475303649902
0.16161465644836426,0.0,0.0,2.007999913836792,0.0,0.0,8.727005232622532e-09,4.20014762878418,0.0,2.0,4.200155247392978,4.20014762878418
0.17162132263183594,0.0,0.0,2.0079999139273124,0.0,0.0,9.00972017148965e-09,4.20014762878418,0.0,2.0,4.20015524739315,4.20014762878418
0.1816098690032959,0.0,0.0,2.0079999140106537,0.0,0.0,7.38689220378506e-09,4.20014762878418,0.0,2.0,4.200155247393308,4.20014762878418
0.19161629676818848,0.0,0.0,2.0079999140703566,0.0,0.0,4.352403329111472e-09,4.266805171966553,0.0,2.0,4.266812671555392,4.266805171966553
0.20159435272216797,0.0,0.0,2.007999914094227,0.0,0.0,2.7213033506327323e-10,4.266805171966553,0.0,2.0,4.266812671555436,4.266805171966553
0.21163606643676758,0.0,0.0,2.0079999140732254,0.0,0.0,-4.582878576603408e-09,4.266805171966553,0.0,2.0,4.266812671555397,4.266805171966553
0.22160029411315918,0.0,0.0,2.0079999140034874,0.0,0.0,-8.97222516556401e-09,4.266805171966553,0.0,2.0,4.266812671555266,4.266805171966553
0.23165488243103027,0.0,0.0,2.0079999139015747,0.0,0.0,-1.1073639307575205e-08,4.3334808349609375,0.0,2.0,4.333488219159731,4.3334808349609375
0.24160408973693848,0.0,0.0,2.0079999137878235,0.0,0.0,-1.1426993082172004e-08,4.3334808349609375,0.0,2.0,4.333488219159521,4.3334808349609375
0.25164055824279785,0.0,0.0,2.007999913677338,0.0,0.0,-1.0485351871702804e-08,4.3334808349609375,0.0,2.0,4.333488219159317,4.3334808349609375
0.2616691589355469,0.0,0.0,2.0079999135813065,0.0,0.0,-8.5843547886246e-09,4.400144100189209,0.0,2.0,4.400151372515179,4.400144100189209
0.2716104984283447,0.0,0.0,2.0079999135080127,0.0,0.0,-5.972649377896886e-09,4.400144100189209,0.0,2.0,4.400151372515046,4.400144100189209
0.2816121578216553,0.0,0.0,2.0079999134636015,0.0,0.0,-2.834438310273788e-09,4.400144100189209,0.0,2.0,4.400151372514965,4.400144100189209
0.29163622856140137,0.0,0.0,2.0079999134526205,0.0,0.0,6.938177190731164e-10,4.400144100189209,0.0,2.0,4.400151372514945,4.400144100189209
0.30160021781921387,0.0,0.0,2.0079999134784376,0.0,0.0,4.511026146109816e-09,4.466806411743164,0.0,2.0,4.466813575537433,4.466806411743164
0.3116321563720703,0.0,0.0,2.007999913543551,0.0,0.0,8.54229582531726e-09,4.466806411743164,0.0,2.0,4.466813575537549,4.466806411743164
0.32162976264953613,0.0,0.0,2.0079999136469824,0.0,0.0,1.1692545154094033e-08,4.466806411743164,0.0,2.0,4.466813575537734,4.466806411743164
0.33162879943847656,0.0,0.0,2.0079999137685833,0.0,0.0,1.2247157168965145e-08,4.533477783203125,0.0,2.0,4.533484841644078,4.533477783203125
0.3416118621826172,0.0,0.0,2.0079999138853566,0.0,0.0,1.0825755532825763e-08,4.533477783203125,0.0,2.0,4.533484841644284,4.533477783203125
0.3516252040863037,0.0,0.0,2.0079999139802336,0.0,0.0,7.94048700500846e-09,4.533477783203125,0.0,2.0,4.533484841644451,4.533477783203125
0.361616849899292,0.0,0.0,2.0079999140405644,0.0,0.0,3.970759216797562e-09,4.600151538848877,0.0,2.0,4.600158494986705,4.600151538848877
0.3716301918029785,0.0,0.0,2.0079999140569806,0.0,0.0,-8.023557702952525e-10,4.600151538848877,0.0,2.0,4.600158494986734,4.600151538848877
0.3816978931427002,0.0,0.0,2.0079999140253677,0.0,0.0,-5.131033812448763e-09,4.600151538848877,0.0,2.0,4.600158494986679,4.600151538848877
0.39177918434143066,0.0,0.0,2.0079999139621036,0.0,0.0,-7.1875035681284946e-09,4.666815757751465,0.0,2.0,4.666822614522731,4.666815757751465
0.40160417556762695,0.0,0.0,2.00799991388739,0.0,0.0,-7.507561719065728e-09,4.666815757751465,0.0,2.0,4.666822614522603,4.666815757751465
0.4116170406341553,0.0,0.0,2.0079999138162274,0.0,0.0,-6.54125450346577e-09,4.666815757751465,0.0,2.0,4.666822614522481,4.666815757751465
0.42163848876953125,0.0,0.0,2.007999913759731,0.0,0.0,-4.621984390394112e-09,4.666815757751465,0.0,2.0,4.666822614522384,4.666815757751465
0.4316086769104004,0.0,0.0,2.007999913726133,0.0,0.0,-1.996742030019804e-09,4.733473300933838,0.0,2.0,4.733480061146673,4.733473300933838
0.4416329860687256,0.0,0.0,2.0079999137215343,0.0,0.0,1.1514975160245939e-09,4.733473300933838,0.0,2.0,4.733480061146665,4.733473300933838
0.45162343978881836,0.0,0.0,2.007999913750451,0.0,0.0,4.687182825369865e-09,4.733473300933838,0.0,2.0,4.733480061146714,4.733473300933838
0.4616720676422119,0.0,0.0,2.0079999138134044,0.0,0.0,7.470294193926835e-09,4.800138473510742,0.0,2.0,4.800145139836822,4.800138473510742
0.47159314155578613,0.0,0.0,2.0079999138913553,0.0,0.0,7.752923728867672e-09,4.800138473510742,0.0,2.0,4.8001451398369515,4.800138473510742
0.4816410541534424,0.0,0.0,2.007999913962131,0.0,0.0,6.130032518987287e-09,4.800138473510742,0.0,2.0,4.80014513983707,4.800138473510742
0.49163818359375,0.0,0.0,2.007999914009267,0.0,0.0,3.0954968163997173e-09,4.866806507110596,0.0,2.0,4.8668130821183375,4.866806507110596
0.5015945434570312,0.0,0.0,2.0079999140205667,0.0,0.0,-9.848108657577205e-10,4.866806507110596,0.0,2.0,4.866813082118356,4.866806507110596
0.5116267204284668,0.0,0.0,2.007999913986998,0.0,0.0,-5.839845444790966e-09,4.866806507110596,0.0,2.0,4.866813082118301,4.866806507110596
0.5216288566589355,0.0,0.0,2.0079999139046913,0.0,0.0,-1.022921099745258e-08,4.866806507110596,0.0,2.0,4.866813082118166,4.866806507110596
0.531630277633667,0.0,0.0,2.0079999137902096,0.0,0.0,-1.2330639145205538e-08,4.933483123779297,0.0,2.0,4.9334896099247825,4.933483123779297
0.5416431427001953,0.0,0.0,2.00799991366389,0.0,0.0,-1.268400327874205e-08,4.933483123779297,0.0,2.0,4.933489609924577,4.933483123779297
0.551652193069458,0.0,0.0,2.007999913540834,0.0,0.0,-1.1742369727581795e-08,4.933483123779297,0.0,2.0,4.9334896099243775,4.933483123779297
0.5616123676300049,0.0,0.0,2.0079999134322315,0.0,0.0,-9.841378344282896e-09,5.000148773193359,0.0,2.0,5.000155172860336,5.000148773193359
0.571619987487793,0.0,0.0,2.007999913346369,0.0,0.0,-7.229677212903742e-09,5.000148773193359,0.0,2.0,5.0001551728601985,5.000148773193359
0.581597089767456,0.0,0.0,2.0079999132893875,0.0,0.0,-4.091469348366618e-09,5.000148773193359,0.0,2.0,5.000155172860108,5.000148773193359
0.5917782783508301,0.0,0.0,2.0079999132658357,0.0,0.0,-5.632157139261734e-10,5.066804885864258,0.0,2.0,5.066811201340561,5.066804885864258
0.6015889644622803,0.0,0.0,2.0079999132790842,0.0,0.0,3.2539909847229735e-09,5.066804885864258,0.0,2.0,5.066811201340581,5.066804885864258
0.6115968227386475,0.0,0.0,2.0079999133316275,0.0,0.0,7.285259311900537e-09,5.066804885864258,0.0,2.0,5.0668112013406645,5.066804885864258
0.6216437816619873,0.0,0.0,2.0079999134224904,0.0,0.0,1.043550759590919e-08,5.066804885864258,0.0,2.0,5.0668112013408075,5.066804885864258
0.6316213607788086,0.0,0.0,2.0079999135315214,0.0,0.0,1.0990118794889861e-08,5.133476257324219,0.0,2.0,5.133482490778358,5.133476257324219
0.641627311706543,0.0,0.0,2.007999913635727,0.0,0.0,9.568716599024756e-09,5.133476257324219,0.0,2.0,5.133482490778521,5.133476257324219
0.6516082286834717,0.0,0.0,2.007999913718033,0.0,0.0,6.6834477366484825e-09,5.133476257324219,0.0,2.0,5.13348249077865,5.133476257324219
0.6616566181182861,0.0,0.0,2.0079999137657936,0.0,0.0,2.713719700114274e-09,5.200148582458496,0.0,2.0,5.2001547359925135,5.200148582458496
0.6716101169586182,0.0,0.0,2.0079999137696385,0.0,0.0,-2.0593955319057446e-09,5.200148582458496,0.0,2.0,5.20015473599252,5.200148582458496
0.6816017627716064,0.0,0.0,2.0079999137254547,0.0,0.0,-6.388073759143752e-09,5.200148582458496,0.0,2.0,5.200154735992451,5.200148582458496
