pred_t,truth_t,dt,pred_x,pred_y,pred_z,truth_x,truth_y,truth_z,err_x,err_y,err_z,err_xy,err_3d,err_z_abs
1783055774.1085534,1783055774.1085534,0.0,4.596294759025792,0.6586640679620853,3.2639271921621167,4.0,0.0,2.0,0.5962947590257919,0.6586640679620853,1.2639271921621167,0.8884851118988938,1.5449652880090226,1.2639271921621167
1783055774.1418855,1783055774.1418855,0.0,4.574989474462685,0.6539262161202647,3.253774371563369,4.0,0.0,2.0,0.5749894744626847,0.6539262161202647,1.253774371563369,0.8707654057622187,1.5264935527742534,1.253774371563369
1783055774.17522,1783055774.17522,0.0,4.553894480624032,0.6482511504157816,3.2392057716988143,4.0,0.0,2.0,0.5538944806240318,0.6482511504157816,1.2392057716988143,0.8526597502410621,1.5042139456516164,1.2392057716988143
1783055774.2085526,1783055774.2085526,0.0,4.537188869078213,0.6421821207921263,3.2231341384175916,4.0,0.0,2.0,0.5371888690782134,0.6421821207921263,1.2231341384175916,0.8372393668041433,1.4822371193196946,1.2231341384175916
1783055774.2418854,1783055774.2418854,0.0,4.52016964807202,0.6218175254260286,3.203259090102712,4.0,0.0,2.0,0.5201696480720202,0.6218175254260286,1.203259090102712,0.8106993879992257,1.4508845355910047,1.203259090102712
1783055774.275222,1783055774.275222,0.0,4.504331609221972,0.602995611980224,3.1790488294843606,4.0,0.0,2.0,0.5043316092219721,0.602995611980224,1.1790488294843606,0.7861005534458229,1.4170780579898448,1.1790488294843606
1783055774.3085556,1783055774.3085556,0.0,4.4955577119519345,0.5806395376098503,3.15489562436292,4.0,0.0,2.0,0.49555771195193454,0.5806395376098503,1.1548956243629198,0.763360804934873,1.3843784243058095,1.1548956243629198
1783055774.341886,1783055774.341886,0.0,4.486983405952639,0.5630658149925054,3.1295457540651705,4.0,0.0,2.0,0.486983405952639,0.5630658149925054,1.1295457540651705,0.7444433824586038,1.3528006357971087,1.1295457540651705
1783055774.3752193,1783055774.3752193,0.0,4.493255240076094,0.5305622832375936,3.1082204084476763,4.0,0.0,2.0,0.49325524007609367,0.5305622832375936,1.1082204084476763,0.7244287875677038,1.3239900082541212,1.1082204084476763
1783055774.408552,1783055774.408552,0.0,4.491892521107002,0.4976689888797066,3.085981766631133,4.0,0.0,2.0,0.491892521107002,0.4976689888797066,1.085981766631133,0.6997375756764473,1.2918935994379834,1.085981766631133
1783055774.441887,1783055774.441887,0.0,4.489925655359691,0.4655294583077906,3.065833247249554,4.0,0.0,2.0,0.48992565535969135,0.4655294583077906,1.0658332472495542,0.6758289904494835,1.262040148043832,1.0658332472495542
1783055774.4752223,1783055774.4752223,0.0,4.488759700757154,0.43678314405562974,3.0481389717557694,4.0,0.0,2.0,0.4887597007571536,0.43678314405562974,1.0481389717557694,0.6554887947290505,1.2362284837879223,1.0481389717557694
1783055774.5085351,1783055774.5085351,0.0,4.500856550217764,0.4248418129478403,3.036224341977434,4.0,0.0,2.0,0.5008565502177644,0.4248418129478403,1.0362243419774342,0.6567707742621072,1.2268287316620092,1.0362243419774342
1783055774.5418859,1783055774.5418859,0.0,4.521025773051898,0.4098394521407469,3.028104768459026,4.0,0.0,2.0,0.5210257730518979,0.4098394521407469,1.028104768459026,0.6628998662809907,1.2232888651678078,1.028104768459026
1783055774.57522,1783055774.57522,0.0,4.536511091659561,0.3991002769168079,3.0201872144144444,4.0,0.0,2.0,0.5365110916595608,0.3991002769168079,1.0201872144144444,0.6686741975796632,1.2197979894078814,1.0201872144144444
1783055774.6085544,1783055774.6085544,0.0,4.544642113017563,0.3930182234604735,3.013558679372447,4.0,0.0,2.0,0.5446421130175629,0.3930182234604735,1.013558679372447,0.6716385599742338,1.215894547966838,1.013558679372447
1783055774.6418889,1783055774.6418889,0.0,4.535722818018204,0.3945598924072407,3.0058267785870445,4.0,0.0,2.0,0.5357228180182041,0.3945598924072407,1.0058267785870445,0.6653393468312085,1.205970130212424,1.0058267785870445
1783055774.675221,1783055774.675221,0.0,4.533816957094471,0.3883762655971988,3.002958034856558,4.0,0.0,2.0,0.5338169570944711,0.3883762655971988,1.002958034856558,0.6601489736118858,1.200717072021613,1.002958034856558
1783055774.708564,1783055774.708564,0.0,4.526520509824914,0.37915139340934745,3.0019893032778815,4.0,0.0,2.0,0.5265205098249144,0.37915139340934745,1.0019893032778815,0.6488294278086788,1.193717801774704,1.0019893032778815
1783055774.741889,1783055774.741889,0.0,4.520913088800946,0.3829272376742863,3.0005823110449,4.0,0.0,2.0,0.5209130888009463,0.3829272376742863,1.0005823110449001,0.6465166010529056,1.1912802678685463,1.0005823110449001
1783055774.7752202,1783055774.7752202,0.0,4.511863570538786,0.3740198473862961,3.000320741291582,4.0,0.0,2.0,0.511863570538786,0.3740198473862961,1.0003207412915822,0.6339520179663308,1.1842874425331562,1.0003207412915822
1783055774.8085515,1783055774.8085515,0.0,4.502764804971053,0.3800373013254499,2.998856000096564,4.0,0.0,2.0,0.5027648049710534,0.3800373013254499,0.9988560000965641,0.6302386845603117,1.1810648197475104,0.9988560000965641
1783055774.8418913,1783055774.8418913,0.0,4.488936403138508,0.3879031477681466,2.9998635427964357,4.0,0.0,2.0,0.48893640313850817,0.3879031477681466,0.9998635427964357,0.6241215092932292,1.1786665188151813,0.9998635427964357
1783055774.8752217,1783055774.8752217,0.0,4.478610703581846,0.3960448782965856,3.0055399116643735,4.0,0.0,2.0,0.4786107035818459,0.3960448782965856,1.0055399116643735,0.6212243968229731,1.1819603483865535,1.0055399116643735
1783055774.9085498,1783055774.9085498,0.0,4.471226244016927,0.3857616216324381,3.0147445307860945,4.0,0.0,2.0,0.47122624401692725,0.3857616216324381,1.0147445307860945,0.6089878502686149,1.18345792681239,1.0147445307860945
1783055774.9418857,1783055774.9418857,0.0,4.457568275959467,0.3886053142014291,3.0212496332056222,4.0,0.0,2.0,0.45756827595946703,0.3886053142014291,1.0212496332056222,0.6003189297282824,1.1846238351108458,1.0212496332056222
1783055774.9752197,1783055774.9752197,0.0,4.448557737314834,0.3853016757748376,3.0297778184100177,4.0,0.0,2.0,0.44855773731483417,0.3853016757748376,1.0297778184100177,0.5913217610234734,1.187477907309941,1.0297778184100177
1783055775.0085554,1783055775.0085554,0.0,4.449879270261067,0.38057068599096017,3.0390986680438576,4.0,0.0,2.0,0.449879270261067,0.38057068599096017,1.0390986680438576,0.5892583515286485,1.1945507300976292,1.0390986680438576
1783055775.04189,1783055775.04189,0.0,4.4502145067955645,0.37105959036862185,3.050080585892188,4.0,0.0,2.0,0.4502145067955645,0.37105959036862185,1.050080585892188,0.5834195075018513,1.2012691449468698,1.050080585892188
1783055775.0752203,1783055775.0752203,0.0,4.453393695798977,0.35555010418065497,3.0639062349324684,4.0,0.0,2.0,0.4533936957989768,0.35555010418065497,1.0639062349324684,0.5761785486922694,1.209908342272798,1.0639062349324684
1783055775.1085522,1783055775.1085522,0.0,4.4571300806998,0.3341223005836191,3.076483406995507,4.0,0.0,2.0,0.4571300806998,0.3341223005836191,1.0764834069955072,0.5662204715725986,1.2163149871495256,1.0764834069955072
1783055775.1418905,1783055775.1418905,0.0,4.4597146546551425,0.32307773067300755,3.084947054930019,4.0,0.0,2.0,0.4597146546551425,0.32307773067300755,1.0849470549300189,0.5618868068939841,1.2218129544913325,1.0849470549300189
1783055775.1752186,1783055775.1752186,0.0,4.467100729798761,0.31409480668879436,3.0925452031708125,4.0,0.0,2.0,0.46710072979876127,0.31409480668879436,1.0925452031708125,0.562884214885625,1.229021423873058,1.0925452031708125
1783055775.2085567,1783055775.2085567,0.0,4.4772501275247745,0.3085827948784525,3.0998642589082306,4.1000142097473145,0.0,2.0,0.37723591777746,0.3085827948784525,1.0998642589082306,0.48737078180416166,1.2030094209856177,1.0998642589082306
1783055775.2418873,1783055775.2418873,0.0,4.4887654647987025,0.31143402910373624,3.108126403229655,4.200006484985352,0.0,2.0,0.28875897981335097,0.31143402910373624,1.108126403229655,0.42470331162663905,1.1867253382486302,1.108126403229655
1783055775.275223,1783055775.275223,0.0,4.500436503813481,0.3129714983220958,3.1191744845481852,4.300013542175293,0.0,2.0,0.2004229616381883,0.3129714983220958,1.1191744845481852,0.37164569459876745,1.1792675901497067,1.1191744845481852
1783055775.3085554,1783055775.3085554,0.0,4.5902820295183355,0.30849988674039175,3.1250850328049946,4.40001106262207,0.0,2.0,0.19027096689626521,0.30849988674039175,1.1250850328049946,0.3624571988007331,1.182028574952522,1.1250850328049946
1783055775.3418858,1783055775.3418858,0.0,4.691551428577573,0.24937405662151246,3.016433226650527,4.500002384185791,0.0,2.0,0.191549044391782,0.24937405662151246,1.016433226650527,0.31444944986956835,1.0639619169699992,1.016433226650527
1783055775.3752232,1783055775.3752232,0.0,4.797656743282562,0.20002036531501657,2.916051974191351,4.6000142097473145,0.0,2.0,0.1976425335352472,0.20002036531501657,0.9160519741913511,0.2811951592808525,0.9582389769900074,0.9160519741913511
1783055775.4085536,1783055775.4085536,0.0,4.888326929968035,0.23507410203478046,2.9384828116429937,4.700005531311035,0.0,2.0,0.18832139865700004,0.23507410203478046,0.9384828116429937,0.3012055488193853,0.985634197047224,0.9384828116429937
1783055775.4418838,1783055775.4418838,0.0,4.994352061662072,0.215380909973738,2.8502611709634578,4.799996376037598,0.0,2.0,0.19435568562447436,0.215380909973738,0.8502611709634578,0.29010871913073366,0.8983914112255444,0.8502611709634578
1783055775.4752293,1783055775.4752293,0.0,5.106334493989597,0.19144527696917943,2.778484385975834,4.9000325202941895,0.0,2.0,0.2063019736954077,0.19144527696917943,0.7784843859758341,0.2814459067466189,0.8277981261349883,0.7784843859758341
1783055775.5085566,1783055775.5085566,0.0,5.21999854323409,0.1712809793131946,2.707622345449828,5.0000152587890625,0.0,2.0,0.21998328444502757,0.1712809793131946,0.707622345449828,0.27880068025331095,0.7605650551331061,0.707622345449828
1783055775.5418563,1783055775.5418563,0.0,5.338780722280572,0.16267115161615148,2.6231526197340176,5.099914073944092,0.0,2.0,0.2388666483364803,0.16267115161615148,0.6231526197340176,0.28899684990606506,0.6869049182652558,0.6231526197340176
1783055775.5752246,1783055775.5752246,0.0,5.471034261936136,0.14524991178102042,2.544174679210338,5.200018882751465,0.0,2.0,0.27101537918467145,0.14524991178102042,0.5441746792103381,0.3074847518609752,0.6250383621192221,0.5441746792103381
