t,x,y,z,vx,vy,vz,ax,ay,az,yaw,yaw_dot
3.6333224773406982,1.3148977032538377e-06,-9.56166860862628e-07,2.008000442373861,0.0001968524634368648,-0.00014298100870034478,8.005194807641583e-05,0.01960888025851707,-0.014209403145832583,0.007954781857985364,-0.031415926535897754,-1.5707963267948966
3.6531965732574463,5.210121600642144e-06,-3.6318438157987634e-06,2.0080000216764207,0.0005849701066747137,-0.0004022631879399138,0.0001466300507872506,0.03880896744248494,-0.025940127699222288,0.01549077446516941,-0.06283185307179551,-1.5707963267948966
3.6732161045074463,2.592875505009135e-05,-1.7624851294229038e-05,2.0080065409016306,0.0015493909905587504,-0.001034653809842948,0.0005294853383669192,0.05755836491289512,-0.037225093029652094,0.022748691553456088,-0.09424777960769326,-1.5707963267948966
3.6931912899017334,1.444384667583171e-05,-9.241755779399518e-06,2.007907909549408,0.0013865813487087784,-0.000894691434001952,-0.0021776259248229824,0.07510065446622298,-0.048713754135908595,0.02966204736985789,-0.12566370614359101,-1.5707963267948966
3.7133781909942627,5.834417869697266e-05,-3.7621419350657895e-05,2.0078707370826847,0.0030605338898919638,-0.0019800512787365764,-0.0015174579214079756,0.09222533233893986,-0.059746754312332624,0.036310949670053196,-0.15707963267948877,-1.5707963267948966
3.733257293701172,3.380501963842018e-05,-2.1027015753697917e-05,2.007711700930083,0.0024010283682865505,-0.0015454056312035516,-0.00523220494906125,0.10799714052346533,-0.07170689640287359,0.042712453196228226,-0.18849555921538652,-1.5707963267948966
3.753164529800415,0.00010433734969971702,-6.184100776123507e-05,2.0073869340470534,0.0041036168572052036,-0.0024530995519511717,-0.006946321712681544,0.12276755993785397,-0.06829739314619825,0.04888973476437492,-0.21991148575128427,-1.5707963267948966
3.773240804672241,0.00021193005982939828,-0.000124335346088765,2.0072581848831956,0.0067037015871642186,-0.0037849807627139695,-0.0059088353077253125,0.13718184727004892,-0.06489134615617087,0.05481759651790521,-0.25132741228718203,-1.5707963267948966
3.79318904876709,0.00023048309357917663,-0.00013291757185900872,2.007153046621851,0.006603976480333928,-0.0035714523663778483,-0.006698768847512427,0.14709245884749322,-0.06777956652915862,0.060348256808730884,-0.2827433388230798,-1.5707963267948966
3.813289165496826,0.00039263192155967395,-0.00021808687075553513,2.0070314978906363,0.009643282390851863,-0.004954558630139161,-0.005438448451241355,0.15680530803393802,-0.07050393541897432,0.06564505315292721,-0.29679192064691495,-0.7024290911917586
3.833226442337036,0.00044226193073275167,-0.0002572641003167249,2.006920523155902,0.009869325175637437,-0.0052451053122553135,-0.006480646811983095,0.17960222535588358,-0.06588713032872787,0.07059755312912465,-0.29597381476697304,0.040905293997095526
3.853170156478882,0.0007607702375447298,-0.00043849904536427355,2.0066529189250932,0.013810352366329824,-0.007076324971947607,-0.007502407387316236,0.20797167076208606,-0.06572854567972816,0.07535716402245736,-0.2917158620669569,0.21289763500080827
3.8732457160949707,0.0010804199117691157,-0.000593153389744689,2.006518248700993,0.01824631736975599,-0.00838809577797165,-0.005949469463228018,0.23548252337491535,-0.0654244771514395,0.0799008784133428,-0.27323000588771773,0.9242928089619573
3.893203020095825,0.0013849487709561412,-0.0007728993798550825,2.0060344925412026,0.020424357642199253,-0.009706214700533268,-0.014452762306950945,0.26627450423778426,-0.0693342064832317,0.08461916094884987,-0.27461502999346754,-0.06925120528749051
3.91327166557312,0.0018486862063616719,-0.0009811347789672514,2.005762664727803,0.026048204549327186,-0.011129267466536396,-0.012715020218065448,0.29592033408576834,-0.07291696049137807,0.08911885275341262,-0.256896544721116,0.8859242636175768
